0.015 0.25 -1.48979e-25 -0.0123702 2.97972e-19
0.03 0.249998 -0.11538 -0.0123702 -0.000192298
0.045 0.247377 -0.232824 -0.0140607 -1.31921
0.06 0.238211 -0.343963 -0.0163475 -0.467293
0.075 0.226658 -0.433776 -0.0191673 -0.416432
0.09 0.213005 -0.515416 -0.0224887 -0.391784
0.105 0.197502 -0.589037 -0.0262727 -0.36105
0.12 0.180392 -0.654639 -0.0304772 -0.328111
0.135 0.161909 -0.712182 -0.0350587 -0.29398
0.15 0.142286 -0.761632 -0.0399729 -0.259217
0.165 0.12175 -0.802985 -0.0451752 -0.224235
0.18 0.100522 -0.836278 -0.0506208 -0.189337
0.195 0.0788202 -0.861595 -0.0562656 -0.154733
0.21 0.0568533 -0.879075 -0.062066 -0.120552
0.225 0.0348224 -0.888907 -0.0679786 -0.0868604
0.24 0.0129191 -0.891329 -0.0739611 -0.0536878
0.255 -0.00867598 -0.886622 -0.0799715 -0.0210462
0.27 -0.0297939 -0.875118 -0.0859687 0.0110495
0.285 -0.0502782 -0.857175 -0.0919123 0.042565
0.3 -0.0699859 -0.833193 -0.0977625 0.0734359
0.315 -0.0887878 -0.803592 -0.103481 0.103561
0.33 -0.106569 -0.76882 -0.109029 0.132801
0.345 -0.123228 -0.72934 -0.114371 0.160982
0.36 -0.138678 -0.685628 -0.119473 0.187902
0.375 -0.152847 -0.638173 -0.124302 0.213342
0.39 -0.165676 -0.58746 -0.128826 0.237072
0.405 -0.177087 -0.533188 -0.133018 0.259533
0.42 -0.187016 -0.47589 -0.13685 0.279848
0.435 -0.195418 -0.416228 -0.140301 0.297649
0.45 -0.202269 -0.354837 -0.14335 0.312715
0.465 -0.20756 -0.292336 -0.145982 0.324882
0.48 -0.211298 -0.229317 -0.148186 0.33404
0.495 -0.213505 -0.166351 -0.149952 0.340143
0.51 -0.214219 -0.103978 -0.151278 0.343208
0.525 -0.213488 -0.0427087 -0.152163 0.343313
0.54 -0.211375 0.0169849 -0.152611 0.340587
0.555 -0.207951 0.0746568 -0.152629 0.33521
0.57 -0.203297 0.12991 -0.152226 0.327398
0.585 -0.197503 0.182385 -0.151415 0.317394
0.6 -0.190663 0.231829 -0.150213 0.305522
0.615 -0.182875 0.278039 -0.148636 0.292041
0.63 -0.174237 0.320832 -0.146703 0.277194
0.645 -0.164852 0.360066 -0.144435 0.261215
0.66 -0.154822 0.395629 -0.141853 0.244324
0.675 -0.144249 0.427445 -0.138981 0.226723
0.69 -0.133234 0.455464 -0.135841 0.208598
0.705 -0.121878 0.479673 -0.132458 0.190116
0.72 -0.11028 0.500085 -0.128854 0.171426
0.735 -0.0985335 0.516744 -0.125055 0.152662
0.75 -0.0867311 0.52972 -0.121084 0.13394
0.765 -0.0749604 0.539107 -0.116966 0.115367
0.78 -0.0633045 0.545023 -0.112723 0.0970389
0.795 -0.0518416 0.547604 -0.108379 0.0790423
0.81 -0.0406442 0.547007 -0.103956 0.0614587
0.825 -0.0297794 0.543403 -0.0994768 0.0443644
0.84 -0.0193082 0.536977 -0.0949616 0.0278324
0.855 -0.00928536 0.527928 -0.0904313 0.011932
0.87 0.000240568 0.516463 -0.0859051 -0.00327037
0.885 0.0092274 0.502793 -0.0814017 -0.0177116
0.9 0.0176393 0.487139 -0.0769385 -0.0313327
0.915 0.0254467 0.469723 -0.0725318 -0.0440794
0.93 0.0326263 0.450767 -0.0681967 -0.055903
0.945 0.0391608 0.430495 -0.0639472 -0.0667617
0.96 0.0450386 0.409125 -0.0597959 -0.0766211
0.975 0.0502539 0.386875 -0.0557541 -0.0854552
0.99 0.0548063 0.363958 -0.0518317 -0.0932468
1.005 0.0587002 0.340574 -0.0480375 -0.099988
1.02 0.0619451 0.316923 -0.0443786 -0.10568
1.035 0.0645546 0.29319 -0.0408612 -0.110335
1.05 0.0665466 0.269554 -0.0374898 -0.113971
1.065 0.0679427 0.246182 -0.0342678 -0.116617
1.08 0.0687678 0.223229 -0.0311974 -0.11831
1.095 0.0690497 0.200837 -0.0282797 -0.119092
1.11 0.0688189 0.179139 -0.0255146 -0.119012
1.125 0.0681083 0.158252 -0.0229008 -0.118124
1.14 0.0669523 0.138281 -0.0204364 -0.116486
1.155 0.0653871 0.119317 -0.0181183 -0.11416
1.17 0.0634498 0.10144 -0.0159428 -0.111209
1.185 0.0611785 0.0847137 -0.0139055 -0.107697
1.2 0.0586116 0.0691919 -0.0120011 -0.10369
1.215 0.0557876 0.0549138 -0.010224 -0.0992526
1.23 0.052745 0.0419076 -0.00856807 -0.0944483
1.245 0.0495217 0.030189 -0.00702676 -0.0893405
1.26 0.0461548 0.0197625 -0.00559322 -0.0839899
1.275 0.0426805 0.0106223 -0.00426036 -0.0784554
1.29 0.0391338 0.00275215 -0.00302092 -0.0727933
1.305 0.035548 -0.00387311 -0.00186756 -0.0670573
1.32 0.0319552 -0.00928799 -0.000792893 -0.0612984
1.335 0.0283854 -0.0135342 0.000210421 -0.0555643
1.35 0.0248667 -0.0166607 0.00114965 -0.0498999
1.365 0.0214252 -0.0187234 0.00203191 -0.0443468
1.38 0.018085 -0.0197832 0.00286413 -0.0389431
1.395 0.0148678 -0.0199048 0.00365301 -0.0337238
1.41 0.011793 -0.0191585 0.00440497 -0.0287204
1.425 0.00887784 -0.0176175 0.0051261 -0.0239612
1.44 0.00613721 -0.0153561 0.00582218 -0.0194706
1.455 0.00358366 -0.0124518 0.00649859 -0.0152699
1.47 0.0012275 -0.00898163 0.00716033 -0.011377
1.485 -0.000923208 -0.00502348 0.00781198 -0.00780603
1.5 -0.00286256 -0.000655254 0.0084577 -0.00456807
1.515 -0.00458677 0.00404596 0.0091012 -0.00167076
1.53 -0.00609404 0.00900666 0.00974578 0.000881419
1.545 -0.0073845 0.0141525 0.0103943 0.00308709
1.56 -0.0084601 0.0194144 0.011049 0.0049479
1.575 -0.00932446 0.0247244 0.011712 0.00646822
1.59 -0.00998279 0.0300185 0.0123848 0.00765506
1.605 -0.0104417 0.0352375 0.0130684 0.00851789
1.62 -0.0107092 0.0403237 0.0137637 0.00906838
1.635 -0.0107944 0.0452264 0.0144708 0.00932021
